Age,Gender,Location,Parental Occupation,Study Hours,Previously Written JAMB,WAEC English Score,WAEC Maths Score,Internet Access,Understanding of Subjects,Confidence in JAMB Success,CBT Experience,Feelings about CBT,Learning Materials Availability,Educational Technology Usage,Support for Exam Preparation,Suggestions for School Improvement,Adequate JAMB Preparation,Result
20,Female,Ikorodu (Public),Teacher,3-5 hours,Yes,47,45,Yes,Average,Not confident,No,Uncomfortable,Good,Always,Extra lessons,Improved facilities,Yes,Fail
19,Female,Others,Trader,1-3 hours,No,75,60,No,Poor,Very confident,No,Uncomfortable,Excellent,Often,"More past questions, Counseling",More practical lessons,Yes,Fail
17,Female,Lekki (Private),Civil servant,1-3 hours,No,94,93,Yes,Average,Somewhat confident,No,Uncomfortable,Poor,Often,"Counseling, Extra lessons, Better textbooks",More teachers,Yes,Fail
19,Female,Epe (Public),Artisan,More than 5 hours,No,97,44,No,Poor,Somewhat confident,No,Uncomfortable,Excellent,Always,"More past questions, Tutors, Counseling",More practical lessons,No,Fail
18,Female,Others,Civil servant,More than 5 hours,Yes,45,57,No,Excellent,Somewhat confident,No,Neutral,Good,Occasionally,"Counseling, Tutors, Extra lessons",More teachers,No,Fail
17,Male,Ikorodu (Public),Civil servant,Less than 1 hour,No,73,67,No,Good,Confident,No,Uncomfortable,Excellent,Often,"Counseling, More past questions",More practical lessons,No,Fail
17,Female,Others,Teacher,3-5 hours,No,53,43,No,Excellent,Very confident,No,Neutral,Poor,Never,"Better textbooks, Extra lessons",More practical lessons,No,Fail
20,Female,Victoria Island (Private),Business owner,3-5 hours,Yes,93,98,Yes,Good,Somewhat confident,Yes,Comfortable,Excellent,Always,"Counseling, Better textbooks",More teachers,No,Fail
19,Male,Lekki (Private),Artisan,3-5 hours,No,56,84,No,Average,Very confident,Yes,Uncomfortable,Good,Always,"Better textbooks, Tutors",Extra classes,No,Pass
20,Female,Epe (Public),Artisan,Less than 1 hour,Yes,86,88,No,Good,Very confident,No,Comfortable,Excellent,Never,Extra lessons,Improved facilities,No,Fail
19,Female,Victoria Island (Private),Trader,Less than 1 hour,No,66,44,Yes,Excellent,Confident,Yes,Comfortable,Excellent,Never,"Better textbooks, More past questions, Tutors",Improved facilities,Yes,Fail
19,Male,Others,Trader,1-3 hours,No,46,79,No,Good,Confident,Yes,Uncomfortable,Poor,Always,"Better textbooks, More past questions",More teachers,Yes,Fail
18,Male,Others,Civil servant,3-5 hours,Yes,88,61,No,Poor,Somewhat confident,No,Uncomfortable,Good,Never,Tutors,Extra classes,No,Fail
17,Male,Others,Trader,Less than 1 hour,Yes,91,96,Yes,Good,Very confident,No,Uncomfortable,Good,Occasionally,Better textbooks,Extra classes,Yes,Fail
18,Female,Lekki (Private),Teacher,More than 5 hours,No,54,78,No,Good,Somewhat confident,Yes,Uncomfortable,Poor,Never,Counseling,More teachers,Yes,Fail
17,Female,Lekki (Private),Civil servant,1-3 hours,Yes,65,48,Yes,Average,Confident,No,Comfortable,Excellent,Occasionally,"Better textbooks, Tutors, Counseling",Extra classes,Yes,Fail
19,Female,Lekki (Private),Trader,3-5 hours,Yes,92,57,No,Poor,Confident,No,Uncomfortable,Fair,Occasionally,"Extra lessons, Tutors, More past questions",More practical lessons,No,Fail
18,Male,Victoria Island (Private),Trader,Less than 1 hour,No,64,68,Yes,Poor,Somewhat confident,Yes,Uncomfortable,Excellent,Always,"Counseling, Extra lessons, Better textbooks",Extra classes,No,Fail
18,Female,Victoria Island (Private),Trader,More than 5 hours,Yes,60,43,No,Excellent,Confident,No,Uncomfortable,Fair,Occasionally,"Counseling, Tutors, Better textbooks",Extra classes,No,Fail
16,Male,Victoria Island (Private),Civil servant,3-5 hours,Yes,74,93,Yes,Poor,Confident,Yes,Uncomfortable,Excellent,Always,"More past questions, Tutors",Improved facilities,Yes,Pass
16,Male,Victoria Island (Private),Trader,More than 5 hours,No,88,92,No,Excellent,Very confident,No,Neutral,Fair,Often,"More past questions, Counseling",More teachers,No,Fail
18,Female,Others,Civil servant,3-5 hours,Yes,62,46,Yes,Excellent,Somewhat confident,Yes,Comfortable,Excellent,Never,Better textbooks,Extra classes,Yes,Fail
16,Male,Epe (Public),Trader,1-3 hours,Yes,98,67,Yes,Good,Very confident,Yes,Neutral,Good,Always,Extra lessons,Improved facilities,No,Pass
17,Male,Ikorodu (Public),Civil servant,3-5 hours,Yes,61,66,No,Average,Very confident,No,Uncomfortable,Excellent,Never,"Better textbooks, Tutors, Extra lessons",More practical lessons,No,Fail
17,Male,Lekki (Private),Teacher,More than 5 hours,No,56,53,No,Excellent,Not confident,No,Comfortable,Fair,Often,Counseling,Improved facilities,Yes,Fail
18,Male,Others,Trader,Less than 1 hour,Yes,52,97,No,Good,Very confident,Yes,Uncomfortable,Fair,Occasionally,Better textbooks,Extra classes,Yes,Pass
20,Male,Epe (Public),Artisan,More than 5 hours,No,40,57,No,Average,Not confident,Yes,Uncomfortable,Poor,Occasionally,More past questions,More practical lessons,Yes,Fail
18,Male,Others,Artisan,More than 5 hours,No,97,58,Yes,Good,Somewhat confident,No,Comfortable,Excellent,Never,"Extra lessons, Counseling",Extra classes,No,Fail
19,Male,Others,Trader,More than 5 hours,No,100,70,Yes,Poor,Somewhat confident,No,Uncomfortable,Fair,Always,"Better textbooks, Tutors",More teachers,Yes,Fail
19,Male,Ikorodu (Public),Civil servant,3-5 hours,No,94,79,No,Poor,Somewhat confident,No,Uncomfortable,Poor,Never,Tutors,Extra classes,Yes,Fail
18,Female,Ikorodu (Public),Trader,Less than 1 hour,No,47,58,Yes,Average,Very confident,No,Uncomfortable,Excellent,Always,More past questions,More practical lessons,Yes,Fail
20,Male,Epe (Public),Teacher,Less than 1 hour,No,64,71,No,Excellent,Not confident,No,Uncomfortable,Fair,Never,"Counseling, Extra lessons",Extra classes,No,Fail
18,Female,Lekki (Private),Trader,3-5 hours,No,61,86,Yes,Good,Not confident,Yes,Uncomfortable,Excellent,Always,Extra lessons,More practical lessons,No,Fail
20,Male,Lekki (Private),Teacher,3-5 hours,No,52,46,No,Excellent,Not confident,No,Neutral,Fair,Often,"Tutors, Better textbooks, Counseling",More practical lessons,Yes,Fail
16,Female,Epe (Public),Trader,3-5 hours,Yes,94,90,No,Poor,Somewhat confident,Yes,Comfortable,Excellent,Often,"Extra lessons, More past questions",Improved facilities,No,Fail
20,Male,Ikorodu (Public),Business owner,More than 5 hours,Yes,59,66,No,Excellent,Somewhat confident,Yes,Comfortable,Excellent,Always,"Better textbooks, Extra lessons, More past questions",Extra classes,Yes,Fail
18,Male,Ikorodu (Public),Teacher,Less than 1 hour,Yes,58,82,Yes,Good,Very confident,No,Uncomfortable,Fair,Often,"More past questions, Extra lessons, Counseling",More teachers,Yes,Fail
19,Male,Epe (Public),Teacher,More than 5 hours,Yes,73,42,No,Good,Somewhat confident,Yes,Neutral,Fair,Never,"Extra lessons, More past questions, Counseling",Improved facilities,No,Fail
18,Male,Others,Business owner,3-5 hours,Yes,58,68,Yes,Excellent,Somewhat confident,Yes,Comfortable,Poor,Occasionally,Counseling,Improved facilities,Yes,Fail
19,Female,Lekki (Private),Teacher,Less than 1 hour,Yes,59,91,No,Average,Not confident,No,Comfortable,Poor,Often,"Tutors, Extra lessons",Improved facilities,Yes,Fail
17,Male,Victoria Island (Private),Teacher,More than 5 hours,Yes,66,80,No,Average,Somewhat confident,No,Comfortable,Good,Always,"Counseling, More past questions",More teachers,Yes,Fail
18,Male,Lekki (Private),Civil servant,More than 5 hours,No,51,61,Yes,Excellent,Confident,Yes,Neutral,Fair,Never,"Counseling, Better textbooks, Tutors",More teachers,Yes,Pass
16,Male,Ikorodu (Public),Trader,More than 5 hours,Yes,56,57,Yes,Average,Somewhat confident,Yes,Comfortable,Excellent,Always,Better textbooks,Extra classes,No,Fail
20,Male,Ikorodu (Public),Trader,1-3 hours,No,60,64,No,Poor,Not confident,No,Uncomfortable,Good,Never,"Better textbooks, Tutors",Extra classes,Yes,Fail
17,Male,Lekki (Private),Civil servant,3-5 hours,No,76,71,No,Average,Not confident,No,Uncomfortable,Excellent,Occasionally,"Better textbooks, Extra lessons, Counseling",Extra classes,No,Fail
20,Female,Epe (Public),Teacher,3-5 hours,Yes,44,95,Yes,Excellent,Somewhat confident,Yes,Comfortable,Excellent,Often,Extra lessons,Extra classes,No,Fail
19,Male,Lekki (Private),Civil servant,3-5 hours,Yes,85,97,Yes,Poor,Not confident,Yes,Neutral,Excellent,Occasionally,"Extra lessons, Tutors",More practical lessons,No,Fail
20,Male,Others,Civil servant,More than 5 hours,No,62,54,Yes,Good,Confident,Yes,Comfortable,Good,Always,Tutors,Improved facilities,No,Pass
17,Female,Lekki (Private),Teacher,3-5 hours,No,68,45,Yes,Average,Somewhat confident,Yes,Uncomfortable,Good,Occasionally,"Extra lessons, Tutors",More teachers,Yes,Fail
17,Male,Epe (Public),Trader,1-3 hours,Yes,73,77,Yes,Average,Very confident,Yes,Comfortable,Poor,Occasionally,"More past questions, Better textbooks",Improved facilities,No,Pass
16,Male,Lekki (Private),Business owner,3-5 hours,Yes,54,87,No,Average,Not confident,Yes,Uncomfortable,Fair,Often,"More past questions, Extra lessons",Extra classes,No,Fail
19,Male,Ikorodu (Public),Business owner,More than 5 hours,No,84,62,No,Average,Very confident,Yes,Uncomfortable,Good,Always,Better textbooks,More practical lessons,Yes,Pass
17,Female,Epe (Public),Teacher,1-3 hours,No,95,91,Yes,Good,Confident,No,Neutral,Excellent,Occasionally,"Better textbooks, More past questions, Tutors",Extra classes,No,Fail
16,Male,Ikorodu (Public),Teacher,More than 5 hours,No,44,66,Yes,Good,Very confident,Yes,Uncomfortable,Fair,Often,Extra lessons,More practical lessons,No,Fail
17,Female,Lekki (Private),Trader,More than 5 hours,Yes,78,56,Yes,Average,Not confident,Yes,Uncomfortable,Fair,Occasionally,"Extra lessons, Better textbooks, Tutors",More teachers,Yes,Fail
16,Male,Victoria Island (Private),Civil servant,3-5 hours,No,55,46,Yes,Average,Somewhat confident,No,Comfortable,Poor,Occasionally,Extra lessons,More practical lessons,No,Fail
17,Female,Ikorodu (Public),Artisan,3-5 hours,Yes,78,73,Yes,Poor,Somewhat confident,No,Uncomfortable,Good,Often,"Tutors, Counseling, Extra lessons",Improved facilities,Yes,Fail
19,Female,Others,Civil servant,1-3 hours,No,94,65,No,Poor,Confident,No,Comfortable,Excellent,Often,More past questions,Improved facilities,Yes,Fail
20,Male,Lekki (Private),Trader,Less than 1 hour,No,74,83,Yes,Good,Not confident,Yes,Comfortable,Fair,Often,Counseling,Improved facilities,Yes,Fail
17,Female,Victoria Island (Private),Business owner,Less than 1 hour,No,67,75,No,Good,Confident,No,Comfortable,Excellent,Occasionally,"More past questions, Counseling, Tutors",Extra classes,No,Fail
20,Female,Victoria Island (Private),Business owner,1-3 hours,No,66,73,No,Average,Somewhat confident,No,Comfortable,Good,Always,"Extra lessons, More past questions",More teachers,No,Fail
18,Male,Others,Business owner,3-5 hours,Yes,99,64,No,Good,Somewhat confident,No,Comfortable,Good,Often,"Better textbooks, Counseling, Tutors",Improved facilities,Yes,Fail
20,Female,Victoria Island (Private),Trader,1-3 hours,No,84,66,No,Excellent,Not confident,No,Neutral,Good,Occasionally,Better textbooks,Improved facilities,Yes,Fail
20,Female,Ikorodu (Public),Trader,3-5 hours,Yes,41,86,Yes,Excellent,Somewhat confident,No,Uncomfortable,Excellent,Occasionally,"Counseling, Better textbooks, Tutors",Improved facilities,Yes,Fail
18,Male,Epe (Public),Business owner,1-3 hours,No,50,50,Yes,Excellent,Very confident,No,Uncomfortable,Excellent,Never,"Extra lessons, More past questions, Tutors",More practical lessons,No,Fail
16,Male,Others,Business owner,3-5 hours,No,86,60,No,Poor,Confident,No,Neutral,Good,Often,Tutors,More teachers,No,Fail
18,Male,Ikorodu (Public),Business owner,3-5 hours,Yes,56,86,Yes,Poor,Not confident,No,Comfortable,Excellent,Always,Tutors,Improved facilities,Yes,Fail
17,Male,Epe (Public),Teacher,1-3 hours,No,83,67,No,Poor,Very confident,Yes,Neutral,Poor,Occasionally,"Tutors, Counseling, More past questions",More teachers,Yes,Pass
16,Female,Lekki (Private),Civil servant,3-5 hours,Yes,100,96,No,Good,Confident,No,Comfortable,Poor,Occasionally,"More past questions, Better textbooks",Extra classes,Yes,Fail
16,Female,Others,Teacher,Less than 1 hour,Yes,64,88,Yes,Good,Confident,No,Comfortable,Poor,Often,Extra lessons,Extra classes,No,Fail
17,Male,Ikorodu (Public),Business owner,Less than 1 hour,No,87,41,Yes,Average,Not confident,Yes,Neutral,Fair,Occasionally,"Tutors, Better textbooks",More teachers,No,Fail
16,Female,Victoria Island (Private),Teacher,More than 5 hours,Yes,79,90,Yes,Average,Very confident,No,Neutral,Fair,Occasionally,"Better textbooks, More past questions",Improved facilities,No,Fail
16,Male,Lekki (Private),Teacher,1-3 hours,Yes,90,50,No,Poor,Somewhat confident,No,Uncomfortable,Good,Often,Counseling,More practical lessons,No,Fail
19,Male,Ikorodu (Public),Teacher,More than 5 hours,No,99,53,Yes,Good,Confident,Yes,Uncomfortable,Fair,Always,Tutors,Extra classes,Yes,Pass
19,Female,Others,Teacher,1-3 hours,No,83,97,No,Poor,Not confident,No,Uncomfortable,Fair,Never,"Tutors, Extra lessons, Counseling",Extra classes,No,Fail
20,Male,Lekki (Private),Teacher,3-5 hours,Yes,99,55,Yes,Poor,Very confident,Yes,Uncomfortable,Good,Occasionally,Counseling,More teachers,No,Pass
20,Female,Ikorodu (Public),Artisan,More than 5 hours,Yes,73,92,No,Poor,Very confident,Yes,Comfortable,Poor,Never,"Counseling, Tutors",Improved facilities,Yes,Pass
17,Female,Lekki (Private),Teacher,3-5 hours,Yes,92,74,Yes,Good,Somewhat confident,No,Uncomfortable,Fair,Occasionally,"Extra lessons, More past questions, Better textbooks",More teachers,Yes,Fail
19,Female,Others,Civil servant,3-5 hours,Yes,68,97,Yes,Excellent,Not confident,Yes,Comfortable,Fair,Always,"Better textbooks, Extra lessons",Extra classes,Yes,Fail
19,Male,Others,Business owner,3-5 hours,No,91,77,No,Excellent,Not confident,Yes,Comfortable,Good,Often,"Counseling, Tutors, More past questions",More teachers,Yes,Fail
16,Female,Lekki (Private),Trader,Less than 1 hour,No,77,59,No,Excellent,Very confident,Yes,Uncomfortable,Poor,Never,Extra lessons,Extra classes,No,Pass
19,Female,Others,Civil servant,Less than 1 hour,No,49,90,No,Good,Very confident,Yes,Uncomfortable,Excellent,Never,Extra lessons,Improved facilities,No,Fail
19,Male,Epe (Public),Trader,1-3 hours,No,79,84,Yes,Average,Somewhat confident,Yes,Neutral,Fair,Occasionally,"More past questions, Extra lessons, Counseling",Extra classes,No,Fail
20,Male,Others,Business owner,Less than 1 hour,Yes,69,47,No,Excellent,Confident,No,Uncomfortable,Fair,Occasionally,"Extra lessons, Counseling",More teachers,No,Fail
19,Male,Ikorodu (Public),Artisan,1-3 hours,Yes,98,46,No,Good,Confident,No,Comfortable,Poor,Always,"More past questions, Extra lessons",More practical lessons,No,Fail
18,Male,Epe (Public),Artisan,3-5 hours,Yes,52,48,No,Average,Confident,Yes,Neutral,Fair,Often,"Tutors, Better textbooks, More past questions",More practical lessons,No,Fail
17,Male,Ikorodu (Public),Artisan,More than 5 hours,Yes,71,68,No,Average,Confident,No,Uncomfortable,Excellent,Occasionally,"More past questions, Tutors, Extra lessons",Improved facilities,No,Fail
18,Female,Victoria Island (Private),Teacher,1-3 hours,Yes,45,75,Yes,Average,Not confident,No,Uncomfortable,Excellent,Often,"More past questions, Tutors, Extra lessons",Extra classes,Yes,Fail
19,Female,Victoria Island (Private),Teacher,Less than 1 hour,No,87,62,Yes,Poor,Not confident,No,Uncomfortable,Poor,Always,More past questions,More practical lessons,No,Fail
18,Female,Ikorodu (Public),Teacher,1-3 hours,No,57,70,No,Poor,Confident,No,Comfortable,Fair,Occasionally,"Extra lessons, Better textbooks, More past questions",Extra classes,Yes,Fail
20,Male,Ikorodu (Public),Teacher,1-3 hours,Yes,88,47,No,Poor,Confident,No,Uncomfortable,Fair,Occasionally,"Better textbooks, More past questions",More teachers,Yes,Fail
17,Female,Victoria Island (Private),Trader,1-3 hours,Yes,88,57,Yes,Good,Not confident,Yes,Uncomfortable,Good,Often,Extra lessons,Extra classes,No,Fail
19,Male,Lekki (Private),Teacher,1-3 hours,No,78,81,No,Good,Not confident,No,Comfortable,Good,Often,"Better textbooks, Counseling",Extra classes,Yes,Fail
19,Male,Epe (Public),Teacher,Less than 1 hour,Yes,64,72,No,Good,Not confident,Yes,Comfortable,Excellent,Often,"Better textbooks, Extra lessons, More past questions",More teachers,No,Fail
20,Female,Lekki (Private),Teacher,Less than 1 hour,Yes,45,60,Yes,Good,Confident,Yes,Neutral,Good,Always,Counseling,Extra classes,No,Fail
20,Male,Ikorodu (Public),Artisan,3-5 hours,Yes,97,84,No,Average,Not confident,No,Comfortable,Poor,Always,Better textbooks,Extra classes,No,Fail
20,Male,Victoria Island (Private),Trader,1-3 hours,No,47,44,No,Good,Confident,No,Neutral,Good,Often,"Extra lessons, More past questions",More teachers,No,Fail
19,Male,Lekki (Private),Artisan,Less than 1 hour,No,93,51,Yes,Poor,Somewhat confident,Yes,Comfortable,Excellent,Occasionally,Better textbooks,More practical lessons,Yes,Fail
17,Female,Victoria Island (Private),Artisan,More than 5 hours,No,85,43,No,Excellent,Not confident,Yes,Neutral,Excellent,Often,Extra lessons,More teachers,No,Fail
19,Male,Others,Civil servant,3-5 hours,No,73,100,No,Average,Very confident,No,Neutral,Excellent,Often,Tutors,Extra classes,No,Fail
17,Female,Epe (Public),Artisan,3-5 hours,No,44,94,Yes,Average,Very confident,No,Comfortable,Fair,Always,"Counseling, Tutors, Extra lessons",More teachers,No,Fail
17,Female,Epe (Public),Teacher,More than 5 hours,No,49,94,Yes,Excellent,Not confident,Yes,Uncomfortable,Fair,Never,"Counseling, Better textbooks",More teachers,No,Fail
16,Male,Victoria Island (Private),Artisan,3-5 hours,No,45,47,Yes,Average,Very confident,No,Comfortable,Good,Occasionally,"Tutors, More past questions, Extra lessons",Improved facilities,Yes,Fail
16,Female,Lekki (Private),Business owner,More than 5 hours,No,85,69,Yes,Good,Confident,No,Comfortable,Fair,Occasionally,"Tutors, Better textbooks",Improved facilities,No,Fail
19,Female,Lekki (Private),Business owner,3-5 hours,Yes,60,59,Yes,Average,Confident,No,Comfortable,Fair,Occasionally,"Tutors, Better textbooks, Extra lessons",Improved facilities,Yes,Fail
19,Female,Ikorodu (Public),Trader,3-5 hours,No,65,54,No,Average,Very confident,No,Uncomfortable,Good,Never,"Better textbooks, Extra lessons, More past questions",Extra classes,No,Fail
16,Male,Ikorodu (Public),Business owner,Less than 1 hour,Yes,93,80,Yes,Average,Somewhat confident,Yes,Comfortable,Poor,Never,Counseling,Improved facilities,No,Fail
19,Male,Epe (Public),Trader,Less than 1 hour,No,88,62,Yes,Good,Very confident,Yes,Uncomfortable,Good,Occasionally,"More past questions, Counseling",Extra classes,Yes,Pass
20,Female,Lekki (Private),Teacher,3-5 hours,Yes,74,97,Yes,Good,Confident,No,Uncomfortable,Fair,Never,"Counseling, Better textbooks, Extra lessons",Extra classes,Yes,Fail
